SMILES,Ingre_ID,Canonical_SMILES
C=C1CCCC2(C1CC(CC2)C(O)(C)C)C,174,C=C1CCCC2(C1CC(CC2)C(O)(C)C)C
CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CCC2C1(C)CCC(=O)C2)C,175,CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CCC2C1(C)CCC(=O)C2)C
CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,176,CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C
CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,177,CCC(C(C)C)/C=C/C(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C
O=C1C=C2C(O1)(O)CC1(C(C2)C(=C)CCC1)C,178,O=C1C=C2C(O1)(O)CC1(C(C2)C(=C)CCC1)C
CC(=O)OC1CCC2(C(C1=C)Cc1c(C2)occ1C)C,179,CC(=O)OC1CCC2(C(C1=C)Cc1c(C2)occ1C)C
CC(=O)OC/C=C/C#CC#C/C=C\c1ccco1,180,CC(=O)OC/C=C/C#CC#C/C=C\c1ccco1
C=CC(c1cc(OC)c(c(c1)OC)OC1OC(CO)C(C(C1O)O)O)O,181,C=CC(c1cc(OC)c(c(c1)OC)OC1OC(CO)C(C(C1O)O)O)O
COc1cc(cc(c1O)OC)C(C=C)O,182,COc1cc(cc(c1O)OC)C(C=C)O
OCC1OC(OC(C)C)C(C(C1O)O)(O)C1CCC2(C(C1)C(C)C(C(C2)O)O)C,183,OCC1OC(OC(C)C)C(C(C1O)O)(O)C1CCC2(C(C1)C(C)C(C(C2)O)O)C
CC1=CCCC(=C)C2C(CC1)C(C2)(C)C,184,CC1=CCCC(=C)C2C(CC1)C(C2)(C)C
CC1=CCC23C1CC(C3(C)C)CCC2C,185,CC1=CCC23C1CC(C3(C)C)CCC2C
COc1c(O)cc2c(c1CC=C(C)C)c(=O)c1c(o2)cc(c(c1O)CC=C(C)C)O,186,COc1c(O)cc2c(c1CC=C(C)C)c(=O)c1c(o2)cc(c(c1O)CC=C(C)C)O
CC(=O)OC1CC2C(C1(C)CC2)(C)C,187,CC(=O)OC1CC2C(C1(C)CC2)(C)C
C=CC(=C)CCC=C(C)C,188,C=CC(=C)CCC=C(C)C
C=CC(CCC=C(C)C)(O)C,189,C=CC(CCC=C(C)C)(O)C
C=CCc1ccc2c(c1)OCO2,190,C=CCc1ccc2c(c1)OCO2
CC1=CCC(C=C1)C(C)C,191,CC1=CCC(C=C1)C(C)C
C=C/C(=C/CC=C(C)C)/C,192,C=C/C(=C/CC=C(C)C)/C
CC1=CCC(=CC1)C(C)C,193,CC1=CCC(=CC1)C(C)C
C/C=C\c1ccc2c(c1)OCO2,194,C/C=C\c1ccc2c(c1)OCO2
C=CC1(C)CCC(CC1C(=C)C)C(=C)C,195,C=CC1(C)CCC(CC1C(=C)C)C(=C)C
CC1=CC(=O)C(CC1)C(C)C,196,CC1=CC(=O)C(CC1)C(C)C
C/C=C/c1ccc(c(c1)OC)O,197,C/C=C/c1ccc(c(c1)OC)O
C=CCc1ccc(c(c1)OC)OC,198,C=CCc1ccc(c(c1)OC)OC
CC1CCC2C1C1C(C1(C)C)CCC2=C,199,CC1CCC2C1C1C(C1(C)C)CCC2=C
CC1CCC2C1=CC(CCC2C)C(=C)C,200,CC1CCC2C1=CC(CCC2C)C(=C)C
C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O,201,C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O
CC(=C)C1CCC2(C1C1CCC3C(C1(C)CC2)(C)CCC1C3(C)CCC(C1(C)C)O)C(=O)O,202,CC(=C)C1CCC2(C1C1CCC3C(C1(C)CC2)(C)CCC1C3(C)CCC(C1(C)C)O)C(=O)O
CC(=O)O/C=C\1/CCC23C(C1(C)C)CCC1C3(C2)CCC2(C1(C)CCC2C(CC/C=C(\C(=O)O)/C)C)C,203,CC(=O)O/C=C\1/CCC23C(C1(C)C)CCC1C3(C2)CCC2(C1(C)CCC2C(CC/C=C(\C(=O)O)/C)C)C
COc1cc(C)c(c(c1C)OC)C(=O)Oc1cc(C)c(c(c1C)O)C(=O)O,204,COc1cc(C)c(c(c1C)OC)C(=O)Oc1cc(C)c(c(c1C)O)C(=O)O
CC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(=O)C2(C)C)C)CC/C=C(/C(=O)O)\C,205,CC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(=O)C2(C)C)C)CC/C=C(/C(=O)O)\C
OC1CCC2NC1C(O)C2,206,OC1CCC2NC1C(O)C2
OCC1OC(Oc2cc3oc(=O)ccc3cc2OC)C(C(C1O)O)O,207,OCC1OC(Oc2cc3oc(=O)ccc3cc2OC)C(C(C1O)O)O
COc1cc2CCN3C(c2cc1O)Cc1c(C3)c(O)c(cc1)OC,208,COc1cc2CCN3C(c2cc1O)Cc1c(C3)c(O)c(cc1)OC
OC1CCC2NC1CC2O,209,OC1CCC2NC1CC2O
OC(=O)c1ccccc1,210,OC(=O)c1ccccc1
CC(=O)OC1CCC2NC1CC2O,211,CC(=O)OC1CCC2NC1CC2O
O=C(OC1CC(O)(CC(C1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,212,O=C(OC1CC(O)(CC(C1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O
OC(=O)/C=C/c1ccc(c(c1)O)O,213,OC(=O)/C=C/c1ccc(c(c1)O)O
O=C(CCc1ccc(c(c1)O)O)/C=C/C=C/c1ccc(c(c1)O)O,214,O=C(CCc1ccc(c(c1)O)O)/C=C/C=C/c1ccc(c(c1)O)O
OC1CCc2c(C(C1)/C=C/c1ccc(c(c1)O)O)cc(c(c2)O)O,215,OC1CCc2c(C(C1)/C=C/c1ccc(c(c1)O)O)cc(c(c2)O)O
O=C(/C=C(/C=C/c1ccccc1)\O)CCc1ccccc1,216,O=C(/C=C(/C=C/c1ccccc1)\O)CCc1ccccc1
O=C(CCc1ccccc1)/C=C/C=C/c1ccccc1,217,O=C(CCc1ccccc1)/C=C/C=C/c1ccccc1
COc1cc(O)cc2c1C(=O)CC(O2)c1ccccc1,218,COc1cc(O)cc2c1C(=O)CC(O2)c1ccccc1
COc1cc(O)cc(c1C(=O)/C=C/c1ccccc1)O,219,COc1cc(O)cc(c1C(=O)/C=C/c1ccccc1)O
OCc1cc2OC(CC(=O)c2c(c1)O)c1ccccc1,220,OCc1cc2OC(CC(=O)c2c(c1)O)c1ccccc1
OC(CCc1ccccc1)CC/C=C/c1ccccc1,221,OC(CCc1ccccc1)CC/C=C/c1ccccc1
CC1=CCC(CC1)C(O)(C)C,222,CC1=CCC(CC1)C(O)(C)C
CC(C1CCC(=C)CC1)(O)C,223,CC(C1CCC(=C)CC1)(O)C
CC1=CCC(CC1)C(=C)C,224,CC1=CCC(CC1)C(=C)C
OC(CC(/C=C\c1ccccc1)O)CCc1ccccc1,225,OC(CC(/C=C\c1ccccc1)O)CCc1ccccc1
O=C(CCc1ccccc1)/C=C/C=C\c1ccccc1,226,O=C(CCc1ccccc1)/C=C/C=C\c1ccccc1
OC(CCc1ccccc1)CC/C=C/c1ccccc1,227,OC(CCc1ccccc1)CC/C=C/c1ccccc1
OC(CC(=O)CCc1ccccc1)/C=C/c1ccccc1,228,OC(CC(=O)CCc1ccccc1)/C=C/c1ccccc1
COc1c(oc2c(c1=O)c(O)cc(c2)OC)c1ccc(cc1)O,229,COc1c(oc2c(c1=O)c(O)cc(c2)OC)c1ccc(cc1)O
OC(CC(CCc1ccccc1)O)CCc1ccccc1,230,OC(CC(CCc1ccccc1)O)CCc1ccccc1
COc1cc(O)cc(c1C(=O)/C=C\c1ccccc1)O,231,COc1cc(O)cc(c1C(=O)/C=C\c1ccccc1)O
COc1cc2OC(CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,232,COc1cc2OC(CC(=O)c2c(c1)O)c1ccc(c(c1)O)O
O=C1C=C(C2(O1)OOC(C1C2C(C)CC1)(C)O)C(C)C,233,O=C1C=C(C2(O1)OOC(C1C2C(C)CC1)(C)O)C(C)C
OC1CC2C(C1(C)CC2)(C)C,234,OC1CC2C(C1(C)CC2)(C)C
COc1cc(/C=C/c2ccccc2)oc(=O)c1,235,COc1cc(/C=C/c2ccccc2)oc(=O)c1
Oc1cc2OC(CC(=O)c2c(c1)O)c1ccccc1,236,Oc1cc2OC(CC(=O)c2c(c1)O)c1ccccc1
OC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C,237,OC/C=C(\CC/C=C(\CCC=C(C)C)/C)/C
CC(C1CC=C(C(=O)C1)C)C,238,CC(C1CC=C(C(=O)C1)C)C
COC(=O)/C=C/c1ccccc1,239,COC(=O)/C=C/c1ccccc1
O=C/C=C\c1ccccc1,240,O=C/C=C\c1ccccc1
COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(cc1)O,241,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(cc1)O
OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,242,OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C
C=Cc1ccc(c(c1)C)C,243,C=Cc1ccc(c(c1)C)C
C=CCc1ccc(c(c1)OC)O,244,C=CCc1ccc(c(c1)OC)O
CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,245,CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC
CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC,246,CCCCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC
CC(C1CCC(=C)C=C1)C,247,CC(C1CCC(=C)C=C1)C
C/C=C/c1cc2CC(Oc2c(c1)OC)c1ccc(c(c1)OC)O,248,C/C=C/c1cc2CC(Oc2c(c1)OC)c1ccc(c(c1)OC)O
CC(c1ccc(c(c1)O)C)C,249,CC(c1ccc(c(c1)O)C)C
C/C=C/c1cc2c(c(c1)OC)OC(C2C)c1ccc2c(c1)OCO2,250,C/C=C/c1cc2c(c(c1)OC)OC(C2C)c1ccc2c(c1)OCO2
C=CCc1cc(OC)c2c(c1)OCO2,251,C=CCc1cc(OC)c2c(c1)OCO2
CC1(C)C2CCC1(C)C=C2,252,CC1(C)C2CCC1(C)C=C2
OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,253,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C
CC1=CCC(=C(C)C)CC1,254,CC1=CCC(=C(C)C)CC1
C/C=C/c1cc(OC)c(c(c1)OC)OC,255,C/C=C/c1cc(OC)c(c(c1)OC)OC
CC(C1CCC(C23C1C2C(=C)CC3)C)C,256,CC(C1CCC(C23C1C2C(=C)CC3)C)C
OCCC(CCC=C(C)C)C,257,OCCC(CCC=C(C)C)C
C=C1CCC2(C1C2)C(C)C,258,C=C1CCC2(C1C2)C(C)C
C=CCc1cc(OC)c(c(c1)OC)OC,259,C=CCc1cc(OC)c(c(c1)OC)OC
CC1=CCC2C(C1)C2(C)C,260,CC1=CCC2C(C1)C2(C)C
CC(=C)C1CC=C(C(=O)C1)C,261,CC(=C)C1CC=C(C(=O)C1)C
CC(=CCCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,262,CC(=CCCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
CC(=CCCC(C1CCC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,263,CC(=CCCC(C1CCC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,264,CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
CC(=O)OC1CCC2(C(C1(C)C)CC=C1C2=CCC2(C1(C)CC(C2C(C(=O)O)CCC(=C)C(C)C)O)C)C,265,CC(=O)OC1CCC2(C(C1(C)C)CC=C1C2=CCC2(C1(C)CC(C2C(C(=O)O)CCC(=C)C(C)C)O)C)C
CC(C(=C)CCC(C1C(O)CC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,266,CC(C(=C)CCC(C1C(O)CC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
OCC1OC(OC2C(O)C(C)OC(C2O)CO)C(C(C1O)OC1OC(CO)C(C(C1O)OC)O)O,267,OCC1OC(OC2C(O)C(C)OC(C2O)CO)C(C(C1O)OC1OC(CO)C(C(C1O)OC)O)O
OC1CCC2(C(C1)(O)C(O)C=C1C2CCC2(C1CCC2C(/C=C/C(C(C)C)C)C)C)C,268,OC1CCC2(C(C1)(O)C(O)C=C1C2CCC2(C1CCC2C(/C=C/C(C(C)C)C)C)C)C
CC(C(=C)CCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,269,CC(C(=C)CCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
COC(=O)CC(C(=O)OC)O,270,COC(=O)CC(C(=O)OC)O
OC1CCC2(C(C1)CC=C1C2CCC2(C1CCC2C(/C=C/C(C(C)C)C)C)C)C,271,OC1CCC2(C(C1)CC=C1C2CCC2(C1CCC2C(/C=C/C(C(C)C)C)C)C)C
OC1CCC2C3(C1)OOC1(C2(C)CCC2(C1CCC2C(CCC(C(C)C)C)C)C)C=C3,272,OC1CCC2C3(C1)OOC1(C2(C)CCC2(C1CCC2C(CCC(C(C)C)C)C)C)C=C3
OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O,273,OCC1OC(C(C1O)O)n1ccc(=O)[nH]c1=O
CC(C(=C)CCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(=O)C2(C)C)C)C(=O)O)C,274,CC(C(=C)CCC(C1C(O)CC2(C1(C)CC=C1C2=CCC2C1(C)CCC(=O)C2(C)C)C)C(=O)O)C
CC(=O)OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C)C)C,275,CC(=O)OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C)C)C
CC(C(=C)CCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,276,CC(C(=C)CCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
OCC1OC(OC2C(O)C(C)OC(C2O)CO)C(C(C1O)OC1OC(CO)C(C(C1O)C)O)O,277,OCC1OC(OC2C(O)C(C)OC(C2O)CO)C(C(C1O)OC1OC(CO)C(C(C1O)C)O)O
CC(=O)OC1CCC2(C(C1(C)C)CCC1=C2CCC2(C1(C)CC(C2C(C(=O)O)CCC(=C)C(C)C)O)C)C,278,CC(=O)OC1CCC2(C(C1(C)C)CCC1=C2CCC2(C1(C)CC(C2C(C(=O)O)CCC(=C)C(C)C)O)C)C
OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(C)C)O)C)C(=C)C,279,OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(C)C)O)C)C(=C)C
OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC=C(C)C)O)C)C(=C)C,280,OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC=C(C)C)O)C)C(=C)C
OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CCC1C(C(=O)O)CCC(=C)C(C)C)C)C(=C)C,281,OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CCC1C(C(=O)O)CCC(=C)C(C)C)C)C(=C)C
OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(O)(C)C)O)C)C(=C)C,282,OC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(O)(C)C)O)C)C(=C)C
COC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(O)(C)C)O)C)C(=C)C,283,COC(=O)CCC1(C)C(CC=C2C1=CCC1(C2(C)CC(C1C(C(=O)O)CCC(=C)C(O)(C)C)O)C)C(=C)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,284,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,285,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C
CC(C(=C)CCC(C1C(O)CC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C,286,CC(C(=C)CCC(C1C(O)CC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C(=O)O)C
OC1CCC2(C(=CC=C3C2CCC2(C3CCC2C(/C=C/C(C(C)C)C)C)C)C1)C,287,OC1CCC2(C(=CC=C3C2CCC2(C3CCC2C(/C=C/C(C(C)C)C)C)C)C1)C
COC(=O)C(CC(=O)OC)(CC(=O)OC)O,288,COC(=O)C(CC(=O)OC)(CC(=O)OC)O
OC(=O)C(C1CCC2C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)CCC(=C)C(C)C,289,OC(=O)C(C1CCC2C1(C)CC=C1C2=CCC2C1(C)CCC(C2(C)C)O)CCC(=C)C(C)C
CCCCCCCCC/C=C/C(=O)O,290,CCCCCCCCC/C=C/C(=O)O
CCCCCCCCCCC(=O)O,291,CCCCCCCCCCC(=O)O
CCCCCCCC(=O)O,292,CCCCCCCC(=O)O
CCOC1OC(CO)C(C(C1O)O)O,293,CCOC1OC(CO)C(C(C1O)O)O
CCCCCCCCCCCC(=O)O,294,CCCCCCCCCCCC(=O)O
CC(=O)OC1C(OC(=O)C)C2(C)OC2(C2(C1(COC(=O)c1ccccc1)O2)C)C,295,CC(=O)OC1C(OC(=O)C)C2(C)OC2(C2(C1(COC(=O)c1ccccc1)O2)C)C
COc1c(O)cc2c3c1c1cc(O)ccc1cc3[nH]c2=O,296,COc1c(O)cc2c3c1c1cc(O)ccc1cc3[nH]c2=O
C=CCC12C=C(OC)C(=O)C=C1OC(C2C)c1ccc2c(c1)OCO2,297,C=CCC12C=C(OC)C(=O)C=C1OC(C2C)c1ccc2c(c1)OCO2
C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc2c(c1)OCO2,298,C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc2c(c1)OCO2
C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc(c(c1)OC)OC,299,C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc(c(c1)OC)OC
COC1=CC23CC(OC2=CC1=O)CC(C3C)c1ccc2c(c1)OCO2,300,COC1=CC23CC(OC2=CC1=O)CC(C3C)c1ccc2c(c1)OCO2
COc1cccc(c1OC)C1OC(C(C1C)C)c1ccc2c(c1)OCO2,301,COc1cccc(c1OC)C1OC(C(C1C)C)c1ccc2c(c1)OCO2
COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC,302,COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC
COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC,303,COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC
C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc2c(c1)OCO2,304,C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc2c(c1)OCO2
C=CCC12C(=O)C=C(C3(C2C3(C1c1ccc2c(c1)OCO2)C)OC)OC,305,C=CCC12C(=O)C=C(C3(C2C3(C1c1ccc2c(c1)OCO2)C)OC)OC
C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc2c(c1)OCO2)O,306,C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc2c(c1)OCO2)O
C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc(c(c1)OC)OC)O,307,C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc(c(c1)OC)OC)O
C=CCC1=CC2(OC)C(C(C(C1=O)C2=O)c1ccc(c(c1)OC)O)C,308,C=CCC1=CC2(OC)C(C(C(C1=O)C2=O)c1ccc(c(c1)OC)O)C
C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc(c(c1)OC)OC)OC(=O)C,309,C=CCC1=CC2(OC)C(C(C1=O)C(C2C)c1ccc(c(c1)OC)OC)OC(=O)C
O=Cc1cc(OC)c2c(c1)C(C)C(O2)c1ccc(c(c1)OC)OC,310,O=Cc1cc(OC)c2c(c1)C(C)C(O2)c1ccc(c(c1)OC)OC
C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc(c(c1)OC)OC,311,C=CCC1=CC2(OC)C(=CC1=O)OC(C2C)c1ccc(c(c1)OC)OC
C=CCC1=CC2(OC)C(C)C(OC2(CC1=O)OC)c1ccc2c(c1)OCO2,312,C=CCC1=CC2(OC)C(C)C(OC2(CC1=O)OC)c1ccc2c(c1)OCO2
C=CCC1=CC2(C(CC1)(OC)OC(C2C)c1ccc2c(c1)OCO2)OC,313,C=CCC1=CC2(C(CC1)(OC)OC(C2C)c1ccc2c(c1)OCO2)OC
C/C=C/c1cc(OC)c2c(c1)C(C)C(O2)c1ccc(c(c1)OC)OC,314,C/C=C/c1cc(OC)c2c(c1)C(C)C(O2)c1ccc(c(c1)OC)OC
C=CCC1CC2(OC)C(C)C(OC2(CC1=O)OC)c1ccc(c(c1)OC)O,315,C=CCC1CC2(OC)C(C)C(OC2(CC1=O)OC)c1ccc(c(c1)OC)O
C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C/c1ccc(c(c1)OC)O)/C,316,C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C/c1ccc(c(c1)OC)O)/C
C=CCC1(C=C(OC)C(=CC1=O)OC)C(C(c1ccc(c(c1)OC)OC)OC(=O)C)C,317,C=CCC1(C=C(OC)C(=CC1=O)OC)C(C(c1ccc(c(c1)OC)OC)OC(=O)C)C
C=CCC1=CC2=C(C(C1=O)C2(C)C(c1ccc2c(c1)OCO2)O)OC,318,C=CCC1=CC2=C(C(C1=O)C2(C)C(c1ccc2c(c1)OCO2)O)OC
COc1c(O)cc2c3c1c1ccccc1cc3n(c2=O)OC,319,COc1c(O)cc2c3c1c1ccccc1cc3n(c2=O)OC
O=C(/C=C/c1ccc(cc1)O)NCCc1ccc(cc1)O,320,O=C(/C=C/c1ccc(cc1)O)NCCc1ccc(cc1)O
COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC,321,COc1cc(ccc1OC)C1OC(C(C1C)C)c1ccc(c(c1)OC)OC
C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C/c1ccc(c(c1)OC)OC)/C,322,C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C/c1ccc(c(c1)OC)OC)/C
CC(CNC(=O)/C=C/CC/C=C\c1ccc2c(c1)OCO2)C,323,CC(CNC(=O)/C=C/CC/C=C\c1ccc2c(c1)OCO2)C
C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C\c1ccc2c(c1)OCO2)/C,324,C=CCC1=CC(OC)(C(=CC1=O)OC)/C(=C\c1ccc2c(c1)OCO2)/C
OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C(C1O)O)O,325,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C(C1O)O)O
COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)O,326,COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)O
COc1cc2oc(=O)ccc2cc1O,327,COc1cc2oc(=O)ccc2cc1O
OC(=O)CCc1ccccc1,328,OC(=O)CCc1ccccc1
OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccc(c(c2)OC)O)C(C(C1O)O)OC1OCC(C1O)(O)CO,329,OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccc(c(c2)OC)O)C(C(C1O)O)OC1OCC(C1O)(O)CO
COc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(COC(=O)CC(CC(=O)O)(O)C)C(C(C1O)O)O)c1ccc(c(c1)OC)O,330,COc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(COC(=O)CC(CC(=O)O)(O)C)C(C(C1O)O)O)c1ccc(c(c1)OC)O
OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccc(c(c2)OC)O)C(C(C1O)O)OC1OCC(C1O)(O)COC1OCC(C1O)(O)CO,331,OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccc(c(c2)OC)O)C(C(C1O)O)OC1OCC(C1O)(O)COC1OCC(C1O)(O)CO
COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC(=O)C)C(C(C1O)O)O,332,COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC(=O)C)C(C(C1O)O)O
C/C(=C\COc1cc(O)c2c(c1)cc1c(c2O)C(=O)CC(C1)(C)O)/CCC=C(C)C,333,C/C(=C\COc1cc(O)c2c(c1)cc1c(c2O)C(=O)CC(C1)(C)O)/CCC=C(C)C
OC(=O)CCC(=O)O,334,OC(=O)CCC(=O)O
OC/C=C/c1cc(OC)c(c(c1)OC)OC1OC(CO)C(C(C1O)O)O,335,OC/C=C/c1cc(OC)c(c(c1)OC)OC1OC(CO)C(C(C1O)O)O
OC/C=C\c1cc(OC)c(c(c1)OC)O,336,OC/C=C\c1cc(OC)c(c(c1)OC)O
OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C(C1O)O)O,337,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C(C1O)O)O
COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)O,338,COc1cc(ccc1O)C1CC(=O)c2c(O1)cc(cc2O)O
COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)OC)O,339,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)OC)O
